105 Mile Post 2 (B.C.),R,13.76,0.7,
Abbey (Sask.),VL,0.77,177.6,
Abbotsford (B.C.),C,359.18,321.5,
Abercorn (Que.),VL,27.22,12.1,
Aberdeen (N.B.),PAR,447.91,2.4,
Aberdeen (Sask.),T,1.95,273.7,
Aberdeen No. 373 (Sask.),RM,671.37,1.2,
Abernethy (Sask.),VL,1.03,206.4,
Abernethy No. 186 (Sask.),RM,779.96,0.6,
Abitibi 70 (Ont.),R,78.7,1.6,
Abrams Village (P.E.I.),COM,1.37,250.0,
Acadia No. 34 (Alta.),MD,1076.28,0.5,
Acadieville (N.B.),PAR,331.67,2.8,
Acme (Alta.),VL,2.48,261.8,
Acton Vale (Que.),V,90.74,80.4,
Addington (N.B.),PAR,1025.03,2.9,
Addington Highlands (Ont.),TP,1288.85,1.9,
Adelaide Metcalfe (Ont.),TP,331.84,9.5,
Adjala-Tosorontio (Ont.),TP,372.33,27.1,
Admaston/Bromley (Ont.),TP,520.51,5.4,
Admiral (Sask.),VL,1.96,12.8,
Admirals Beach (Nfld.Lab.),T,24.42,8.7,
Agats Meadow 8 (B.C.),R,1.21,4.1,
Agency 1 (Ont.),R,1.42,0.0,
Aguanish (Que.),M,600.64,0.6,
Ahahswinis 1 (B.C.),R,0.4,294.9,
Ahaminaquus 12 (B.C.),R,0.14,0.0,
Ahtahkakoop 104 (Sask.),R,177.53,6.2,
Air Ronge (Sask.),NV,6.0,159.2,
Airdrie (Alta.),C,21.48,949.0,
Aitchelitch 9 (B.C.),R,0.18,99.1,
Aiyansh (Kitladamas) 1 (B.C.),NVL,13.38,0.0,
Ajax (Ont.),T,67.09,1099.3,
Aklavik (N.W.T.),HAM,8.15,77.5,
Akulivik (Que.),VN,76.87,6.1,
Akulivik (Que.),TI,445.73,0.0,
Akwesasne (Part) 59 (Ont.)  ¶,R,11.86,0.0,Incompletely enumerated Indian reserve or Indian settlement.
Akwesasne (Partie) (Que.)  ¶,R,24.78,0.0,Incompletely enumerated Indian reserve or Indian settlement.
Alameda (Sask.),T,2.55,121.8,
Albanel (Que.),M,198.48,12.4,
Alberni 2 (B.C.),R,0.53,18.7,
Alberni-Clayoquot A (B.C.),RDA,1658.08,0.2,
Alberni-Clayoquot B (B.C.),RDA,92.53,5.4,
Alberni-Clayoquot C (B.C.),RDA,3210.69,0.1,
Alberni-Clayoquot D (B.C.),RDA,1403.97,1.4,
Alberni-Clayoquot E (B.C.),RDA,22.0,126.3,
Alberni-Clayoquot F (B.C.),RDA,186.6,10.2,
Albert (Man.),RM,769.55,0.5,
Albert Flat 5 (B.C.),R,0.87,24.2,
Alberta Beach (Alta.),VL,1.98,384.8,
Alberton (P.E.I.),T,4.5,247.6,
Alberton (Ont.),TP,115.3,8.3,
Albertville (Que.),M,102.27,3.3,
Albertville (Sask.),VL,1.11,119.3,
Alderville First Nation (Ont.),R,12.28,29.2,
Alert Bay (B.C.),VL,1.82,319.7,
Alert Bay 1 (B.C.),R,0.25,1127.6,
Alert Bay 1A (B.C.),R,1.73,237.9,
Alexander (Man.),RM,1568.66,1.8,
Alexander 134 (Alta.),R,68.71,12.2,
Alexandria 1 (B.C.),R,1.38,7.3,
Alexandria 1A (B.C.),R,0.99,0.0,
Alexandria 3 (B.C.),R,4.95,0.0,
Alexandria 3A (B.C.),R,1.35,19.2,
Alexis 133 (Alta.),R,54.66,14.8,
Alexis 9 (B.C.),R,1.88,8.0,
Alexis Creek 6 (B.C.),R,0.92,0.0,
Alexis Creek 14 (B.C.),R,1.69,0.0,
Alexis Creek 16 (B.C.),R,0.34,0.0,
Alexis Creek 17 (B.C.),R,1.97,0.0,
Alexis Creek 21 (B.C.),R,3.61,0.0,
Alexis Creek 24 (B.C.),R,0.74,0.0,
Alexis Creek 25 (B.C.),R,0.33,0.0,
Alexis Creek 34 (B.C.),R,1.32,0.0,
Alfred and Plantagenet (Ont.),TP,391.7,21.9,
"Algoma, Unorganized, North Part (Ont.)",UNO,44132.64,0.1,
"Algoma, Unorganized, South East Part (Ont.)",UNO,41.71,0.0,
Alice Beach (Sask.),RV,0.71,77.8,
Alida (Sask.),VL,0.35,338.0,
Alix (Alta.),VL,3.15,262.3,
Alkali Lake 1 (B.C.),R,2.53,156.2,
Alkali Lake 4A (B.C.),R,1.42,3.5,
Allan (Sask.),T,1.78,380.6,
Allardville (N.B.),PAR,655.12,3.7,
Alleyn-et-Cawood (Que.),CU,314.58,0.6,
Alliance (Alta.),VL,0.64,265.5,
Allison Bay 219 (Alta.),R,17.41,6.4,
Alma (N.B.),VL,47.64,6.1,
Alma (N.B.),PAR,222.79,0.0,
Alma (Que.),V,109.28,237.2,
Alnwick (N.B.),PAR,725.17,9.1,
Alnwick/Haldimand (Ont.),TP,398.33,14.7,
Alonsa (Man.),RM,2977.5,0.6,
Alsask (Sask.),VL,1.66,107.5,
Altona (Man.),T,9.39,365.8,
Alvena (Sask.),VL,0.43,200.1,
Amaranth (Ont.),TP,264.52,14.3,
Amherst (N.S.),T,12.02,787.9,
Amherst (Que.),CT,231.12,5.3,
Amherstburg (Ont.),T,185.67,109.5,
Amisk (Alta.),VL,0.76,237.9,
Amos (Que.),V,430.27,30.3,
Amqui (Que.),V,120.81,53.6,
Anacla 12 (B.C.),R,0.96,87.3,
Anahim's Flat 1 (B.C.),R,38.9,9.9,
Anahim's Meadow 2 (B.C.),R,2.69,5.6,
Anahim's Meadow 2A (B.C.),R,1.57,0.0,
Anchor Point (Nfld.Lab.),T,2.41,132.7,
Andover (N.B.),PAR,123.31,8.1,
Andrew (Alta.),VL,1.23,395.0,
Andy Cahoose Meadow 16 (B.C.),R,2.67,0.0,
Aneroid (Sask.),VL,1.05,53.2,
Ange-Gardien (Que.),M,89.9,22.2,
Angliers (Que.),VL,297.22,1.1,
Anjou (Que.),V,13.62,2791.1,
Anmore (B.C.),VL,27.42,49.0,
Annaheim (Sask.),VL,0.78,277.9,
Annapolis Royal (N.S.),T,2.05,268.0,
"Annapolis, Subd. A (N.S.)",SCM,614.12,10.7,
"Annapolis, Subd. B (N.S.)",SCM,373.62,10.1,
"Annapolis, Subd. C (N.S.)",SCM,207.56,24.5,
"Annapolis, Subd. D (N.S.)",SCM,1975.31,1.5,
Antelope Park No. 322 (Sask.),RM,612.08,0.3,
Antigonish (N.S.),T,5.15,923.9,
"Antigonish, Subd. A (N.S.)",SCM,927.84,8.3,
"Antigonish, Subd. B (N.S.)",SCM,522.24,13.1,
Antler (Sask.),VL,0.72,62.4,
Antler No. 61 (Sask.),RM,832.23,0.7,
Appleton (Nfld.Lab.),T,6.39,90.1,
Apsagayu 1A (B.C.),R,0.09,0.0,
Aquadeo (Sask.),RV,0.71,87.1,
Aquaforte (Nfld.Lab.),T,6.82,19.5,
Arborfield (Sask.),T,0.88,467.2,
Arborfield No. 456 (Sask.),RM,1416.01,0.3,
Arborg (Man.),T,2.26,424.6,
Archerwill (Sask.),VL,0.83,260.3,
Archie (Man.),RM,577.68,0.7,
Arcola (Sask.),T,2.59,205.4,
Arctic Bay (Nvt.),HAM,247.5,2.6,
Arelee (Sask.),VL,0.35,43.5,
Argentia Beach (Alta.),SV,0.69,34.6,
Argyle (N.S.),MD,1518.76,5.7,
Argyle (Man.),RM,770.42,1.5,
Argyle No. 1 (Sask.),RM,579.46,0.5,
Arlington No. 79 (Sask.),RM,846.17,0.4,
Arm River No. 252 (Sask.),RM,724.45,0.4,
Armagh (Que.),M,168.36,9.5,
Armour (Ont.),TP,164.1,8.1,
Armstrong (Ont.),TP,90.33,13.5,
Armstrong (Man.),RM,1864.96,1.0,
Armstrong (B.C.),C,5.23,813.5,
Arnold's Cove (Nfld.Lab.),T,4.93,207.9,
Arnprior (Ont.),T,13.03,552.0,
Arntfield (Que.),M,396.52,1.2,
Aroland 83 (Ont.),R,3.21,107.8,
Aroostook (N.B.),VL,2.24,169.7,
Arran (Sask.),VL,0.69,80.0,
Arran-Elderslie (Ont.),TP,460.13,14.3,
Arrowwood (Alta.),VL,0.66,298.3,
Arthur (Man.),RM,765.77,0.6,
Arundel (Que.),CT,65.09,8.5,
Arviat (Nvt.),HAM,132.0,14.4,
Asbestos (Que.),V,29.67,221.7,
Ascot (Que.),M,9.09,760.0,
Ascot Corner (Que.),M,82.48,28.4,
Ashcroft (B.C.),VL,7.96,224.5,
Ashcroft 4 (B.C.),R,0.52,147.3,
Ashfield-Colborne-Wawanosh (Ont.),TP,597.76,9.1,
Ashnola 10 (B.C.),R,34.18,1.8,
Asphodel-Norwood (Ont.),TP,160.85,24.8,
Asquith (Sask.),T,1.2,479.5,
Assiginack (Ont.),TP,227.32,4.1,
Assiniboia (Sask.),T,3.78,656.9,
Assiniboine 76 (Sask.),R,165.17,3.9,
Aston-Jonction (Que.),M,26.69,15.5,
Athabasca (Alta.),T,16.98,142.3,
Athabasca County No. 12 (Alta.),CM,6144.7,1.2,
Athens (Ont.),TP,126.46,24.1,
Atholville (N.B.),VL,10.25,134.7,
Atikokan (Ont.),TP,316.81,11.5,
Attawapiskat 91A (Ont.),R,2.02,638.8,
Atwater (Sask.),VL,1.79,16.7,
Aubert-Gallion (Que.),M,49.45,49.4,
Auclair (Que.),M,105.26,4.9,
Audet (Que.),M,135.86,5.4,
Augusta (Ont.),TP,314.06,24.3,
Aumond (Que.),CT,214.28,3.0,
Aupaluk (Que.),VN,30.12,5.3,
Aupaluk (Que.),TI,554.16,0.0,
Aupe 6 (B.C.),R,0.07,0.0,
Aupe 6A (B.C.),R,0.1,0.0,
Aurora (Ont.),T,49.61,809.7,
Austin (Que.),M,73.53,16.3,
Authier (Que.),M,142.25,2.2,
Authier-Nord (Que.),M,280.92,1.2,
Auvergne No. 76 (Sask.),RM,853.25,0.4,
Avondale (Nfld.Lab.),T,29.91,23.4,
Avonlea (Sask.),VL,0.96,429.2,
Ayer's Cliff (Que.),VL,5.75,191.7,
Aylesbury (Sask.),VL,1.28,39.2,
Aylmer (Que.),V,88.96,405.6,
Aylmer (Ont.),T,6.05,1178.2,
Aylsham (Sask.),VL,0.48,219.6,
Aywawwis 15 (B.C.),R,0.98,0.0,
Babine 6 (B.C.),R,2.2,34.9,
Babine 17 (B.C.),R,0.86,182.1,
Babine 25 (B.C.),R,0.58,148.6,
Badger (Nfld.Lab.),T,1.96,462.3,
Baezaeko River 25 (B.C.),R,0.66,0.0,
Baezaeko River 26 (B.C.),R,0.64,0.0,
"Baffin, Unorganized (Nvt.)",UNO,1021999.44,0.0,
Baie Verte (Nfld.Lab.),T,371.07,4.0,
Baie-Atibenne (Que.),UNO,534.35,0.0,
Baie-Comeau (Que.),V,338.87,68.1,
Baie-de-la-Bouteille (Que.),UNO,1955.58,0.0,
Baie-des-Chaloupes (Que.),UNO,899.62,0.0,
Baie-des-Sables (Que.),M,65.48,10.0,
Baie-d'Hudson (Que.),UNO,130267.24,0.0,
Baie-du-Febvre (Que.),M,97.41,11.7,
Baie-d'Urfé (Que.),V,6.03,632.5,
Baie-James (Que.),M,297727.93,0.0,
Baie-Johan-Beetz (Que.),M,360.29,0.2,
Baie-Obaoca (Que.),UNO,1278.33,0.0,
Baie-Sainte-Catherine (Que.),M,236.64,1.2,
Baie-Saint-Paul (Que.),V,546.28,13.3,
Baie-Trinité (Que.),VL,425.32,1.4,
Baildon No. 131 (Sask.),RM,846.18,0.7,
Baine Harbour (Nfld.Lab.),T,4.82,30.7,
Baker Brook (N.B.),PAR,125.48,2.6,
Baker Brook (N.B.),VL,12.29,48.7,
Baker Lake (Nvt.),HAM,182.22,8.3,
Balcarres (Sask.),T,1.58,394.2,
Baldwin (Ont.),TP,81.82,7.6,
Balgonie (Sask.),T,3.15,393.2,
Balmoral (N.B.),PAR,1099.89,0.6,
Balmoral (N.B.),VL,43.51,42.2,
Bancroft (Ont.),T,227.85,17.9,
Banff (Alta.),T,4.85,1471.3,
Bangor (Sask.),VL,1.65,29.0,
Baptiste Meadow 2 (B.C.),R,2.07,2.4,
Baptiste Smith 1A (B.C.),R,0.23,0.0,
Baptiste Smith 1B (B.C.),R,0.31,173.0,
Barkmere (Que.),V,18.9,2.3,
Barnston Island 3 (B.C.),R,0.43,106.7,
Barnston-Ouest (Que.),M,100.84,6.0,
Barnwell (Alta.),VL,0.9,611.9,
Barons (Alta.),VL,0.68,416.6,
Barraute (Que.),M,497.97,4.0,
Barrhead (Alta.),T,8.14,517.6,
Barrhead County No. 11 (Alta.),CM,2404.54,2.4,
Barrie (Ont.),C,76.98,1347.2,
Barrie Island (Ont.),TP,78.9,0.6,
Barrier Valley No. 397 (Sask.),RM,820.7,0.8,
Barrington (N.S.),MD,631.94,12.1,
Bas-Caraquet (N.B.),VL,31.0,54.5,
Bashaw (Alta.),T,2.84,290.9,
Basque 18 (B.C.),R,6.4,0.0,
Bassano (Alta.),T,5.15,256.1,
Bath (N.B.),VL,2.03,291.1,
Bathurst (N.B.),PAR,1504.23,3.7,
Bathurst (N.B.),C,91.55,141.2,
Bathurst Burgess Sherbrooke (Ont.),TP,527.58,10.3,
Bathurst Inlet (Nvt.),SET,19.1,0.3,
Batiscan (Que.),M,42.95,21.1,
Battle River No. 438 (Sask.),RM,1061.09,1.0,
Battleford (Sask.),T,23.3,164.0,
Bauline (Nfld.Lab.),T,15.95,22.8,
Bawlf (Alta.),VL,0.96,375.9,
Bay Bulls (Nfld.Lab.),T,30.74,33.0,
Bay de Verde (Nfld.Lab.),T,13.28,40.2,
Bay L'Argent (Nfld.Lab.),T,3.56,89.9,
Bay Roberts (Nfld.Lab.),T,23.92,218.9,
Bayham (Ont.),TP,244.99,26.0,
Bayne No. 371 (Sask.),RM,802.92,0.7,
Baytona (Nfld.Lab.),T,15.38,21.1,
Beachside (Nfld.Lab.),T,2.61,66.6,
Beaconsfield (Que.),V,11.01,1754.0,
Bear Island 1 (Ont.)  ¶,R,2.91,0.0,Incompletely enumerated Indian reserve or Indian settlement.
Bear River (Part) 6 (N.S.),R,3.34,26.6,
Bear River (Part) 6 (N.S.),R,3.12,0.0,
Bear River 6B (N.S.),R,0.33,44.9,
Beardy's 97 and Okemasis 96 (Sask.),R,110.83,9.8,
Beardy's and Okemasis 96 and 97A (Sask.),R,44.56,0.1,
Beardy's and Okemasis 96 and 97B (Sask.),R,9.91,1.0,
Béarn (Que.),M,501.34,1.9,
Bearskin Lake (Ont.),R,125.78,2.9,
Beatty (Sask.),VL,0.82,96.6,
Beaubassin East (N.B.),RC,291.04,21.5,
Beauceville (Que.),V,167.54,37.4,
Beauharnois (Que.),V,40.94,156.0,
Beaulac-Garthby (Que.),M,75.1,10.9,
Beaumont (Que.),M,43.83,49.1,
Beaumont (Alta.),T,10.5,667.0,
Beauport (Que.),V,74.37,979.1,
Beaupré (Que.),V,22.66,121.8,
Beausejour (Man.),T,5.34,518.7,
Beauval (Sask.),NV,6.71,125.6,
Beaux-Rivages (Que.),M,135.04,8.8,
Beaver County (Alta.),CM,3316.68,1.7,
Beaver Creek (Y.T.),SET,27.14,3.2,
Beaver Flat (Sask.),RV,0.92,37.1,
Beaver Lake 131 (Alta.),R,56.71,6.9,
Beaver Ranch 163 (Alta.),R,9.36,1.9,
Beaver River No. 622 (Sask.),RM,2370.18,0.5,
Beaverlodge (Alta.),T,5.58,378.3,
Bécancour (Que.),V,441.0,25.1,
Becher Bay 1 (B.C.),R,2.67,59.5,
Beckwith (Ont.),TP,240.12,25.2,
Bedeque (P.E.I.),COM,0.68,226.7,
Bedford (Que.),V,4.2,635.3,
Bedford (Que.),CT,31.56,25.8,
Beechy (Sask.),VL,1.06,277.6,
Bégin (Que.),M,190.58,4.8,
Beiseker (Alta.),VL,2.83,295.7,
Belcarra (B.C.),VL,5.46,125.0,
Belcourt (Que.),M,410.92,0.7,
Bella Bella 1 (B.C.),R,6.28,199.5,
Bella Coola 1 (B.C.),R,14.94,60.9,
Bellburns (Nfld.Lab.),T,7.39,10.8,
Belle Plaine (Sask.),VL,1.34,52.1,
Bellecombe (Que.),M,691.42,1.1,
Belledune (N.B.),VL,189.03,10.2,
Bellefeuille (Que.),V,49.99,281.4,
Belleoram (Nfld.Lab.),T,2.1,230.3,
Belle-Rivière (Que.),UNO,610.33,0.0,
Belleterre (Que.),V,551.29,0.7,
Belleville (Ont.),C,241.79,190.2,
Beloeil (Que.),V,24.09,791.0,
Bengough (Sask.),T,1.07,374.5,
Bengough No. 40 (Sask.),RM,1036.85,0.4,
Benito (Man.),VL,0.92,450.8,
Benson (Sask.),VL,0.37,257.4,
Benson No. 35 (Sask.),RM,836.02,0.5,
Bentley (Alta.),T,1.37,754.9,
Berens River 13 (Man.),R,24.52,25.5,
Beresford (N.B.),PAR,456.0,14.5,
Beresford (N.B.),T,19.08,231.4,
Berry (Que.),M,572.19,0.9,
Berthier-sur-Mer (Que.),P,26.8,48.8,
Berthierville (Que.),V,6.86,574.6,
Bertrand (N.B.),VL,46.45,27.3,
Berwick (N.S.),T,6.8,335.5,
Berwyn (Alta.),VL,1.66,328.7,
Béthanie (Que.),M,46.38,7.3,
Bethune (Sask.),VL,0.99,385.1,
Betsiamites 3 (Que.),R,256.19,8.9,
Betty Creek 18 (B.C.),R,1.29,0.0,
Betula Beach (Alta.),SV,0.18,54.4,
Bide Arm (Nfld.Lab.),T,29.85,6.9,
Biencourt (Que.),M,187.3,3.3,
Bienfait (Sask.),T,2.58,304.4,
Bifrost (Man.),RM,1642.56,1.8,
Big Arm No. 251 (Sask.),RM,699.41,0.4,
Big Grassy River 35G (Ont.),R,32.74,5.4,
Big Head 124 (Sask.)  ¶,R,48.3,0.0,Incompletely enumerated Indian reserve or Indian settlement.
Big Hole Tract 8 (South Half) (N.B.),R,27.82,2.2,
Big Horn 144A (Alta.),R,22.24,8.6,
Big Island Mainland 93 (Ont.),R,1.15,74.2,
Big Lakes (Alta.),MD,13893.1,0.4,
Big Quill No. 308 (Sask.),RM,741.5,1.0,
Big River (Sask.),T,2.11,351.7,
Big River 118 (Sask.),R,104.83,11.7,
Big River No. 555 (Sask.),RM,2481.51,0.4,
Big Shell (Sask.),RV,1.02,15.7,
Big Stick No. 141 (Sask.),RM,821.04,0.2,
Big Valley (Alta.),VL,1.84,185.2,
Biggar (Sask.),T,15.75,142.4,
Biggar No. 347 (Sask.),RM,1597.5,0.6,
Bighorn No. 8 (Alta.),MD,2810.2,0.5,
Bihl' k'a 18 (B.C.),R,0.36,0.0,
Bihlk'a 6 (B.C.),R,0.11,0.0,
Billings (Ont.),TP,208.29,2.6,
Binche 2 (Pinchie 2) (B.C.),R,3.84,29.9,
Binscarth (Man.),VL,1.52,292.7,
Birch Cove (Alta.),SV,0.29,175.3,
Birch Hills (Sask.),T,1.82,526.1,
Birch Hills County (Alta.),MD,2856.03,0.6,
Birch Hills No. 460 (Sask.),RM,554.28,1.4,
Birchcliff (Alta.),SV,0.98,106.8,
Birchy Bay (Nfld.Lab.),T,49.52,12.4,
Bird Cove (Nfld.Lab.),T,9.39,29.2,
Bird's Point (Sask.),RV,0.58,113.7,
Birdtail Creek 57 (Man.),R,29.07,10.9,
Birsay (Sask.),VL,0.79,67.0,
Birtle (Man.),RM,849.13,0.9,
Birtle (Man.),T,14.25,50.2,
Biscay Bay (Nfld.Lab.),T,0.64,81.6,
Bishop's Cove (Nfld.Lab.),T,1.89,164.1,
Bishop's Falls (Nfld.Lab.),T,28.11,131.2,
Bittern Lake (Alta.),VL,6.64,33.3,
Bjorkdale (Sask.),VL,1.39,165.3,
Bjorkdale No. 426 (Sask.),RM,1458.74,0.7,
Black Diamond (Alta.),T,3.21,582.1,
Black Lake (Que.),V,41.35,99.4,
Black River 9 (Man.),R,9.23,42.1,
Black River-Matheson (Ont.),TP,2290.98,1.3,
Blackfalds (Alta.),T,2.5,1216.2,
Blacks Harbour (N.B.),VL,8.9,121.6,
Blackville (N.B.),PAR,823.4,2.9,
Blackville (N.B.),VL,21.73,46.7,
Blackwater Meadow 11 (B.C.),R,0.66,0.0,
Bladworth (Sask.),VL,0.69,96.4,
Blaine Lake (Sask.),T,1.75,290.7,
Blaine Lake No. 434 (Sask.),RM,799.63,0.4,
Blainville (Que.),V,55.1,653.9,
Blanc-Sablon (Que.),M,247.63,4.8,
Blandford-Blenheim (Ont.),TP,395.13,19.3,
Blanshard (Man.),RM,578.98,1.2,
Blind Creek 6 (B.C.),R,1.66,13.8,
Blind River (Ont.),T,520.57,7.6,
Blissfield (N.B.),PAR,1240.26,0.5,
Blissville (N.B.),PAR,342.4,2.9,
Blood 148 (Alta.),R,1414.03,2.7,
Blood 148A (Alta.),R,18.32,0.3,
Bloodvein 12 (Man.),R,15.48,41.1,
Blucher No. 343 (Sask.),RM,789.28,1.9,
Blue Mountains (Ont.),T,286.77,21.3,
Blue Sea (Que.),M,72.96,7.8,
Blueberry River 205 (B.C.),R,14.02,9.7,
Bluewater (Ont.),T,416.99,16.6,
Boileau (Que.),M,132.55,1.7,
Boisbriand (Que.),V,27.76,962.8,
Boischatel (Que.),M,20.93,205.6,
Bois-des-Filion (Que.),V,4.28,1803.2,
Bois-Franc (Que.),M,74.37,5.7,
Boissevain (Man.),T,2.77,539.9,
Bolton-Est (Que.),M,79.4,8.8,
Bolton-Ouest (Que.),M,101.78,6.7,
Bon Accord (Alta.),T,2.11,727.0,
Bonaparte 3 (B.C.),R,7.2,17.9,
Bonaventure (Que.),V,104.14,26.5,
Bonavista (Nfld.Lab.),T,31.5,127.6,
Bondiss (Alta.),SV,1.33,78.4,
Bone Creek No. 108 (Sask.),RM,846.87,0.4,
Bonfield (Ont.),TP,205.75,10.0,
Bonnechere Valley (Ont.),TP,589.88,6.1,
Bonne-Espérance (Que.),M,646.98,1.3,
Bonnyville (Alta.),T,14.09,405.2,
Bonnyville Beach (Alta.),SV,0.38,197.2,
Bonnyville No. 87 (Alta.),MD,6059.46,1.6,
Bonsecours (Que.),M,60.47,8.9,
Boothroyd 5A (B.C.),R,0.78,0.0,
Boothroyd 8A (B.C.),R,0.59,0.0,
Borden (Sask.),VL,0.75,298.1,
Borden-Carleton (P.E.I.),COM,13.16,60.6,
Boston Bar 1A (B.C.),R,0.61,8.2,
Botha (Alta.),VL,1.09,170.8,
Botsford (N.B.),PAR,303.71,4.0,
Botwood (Nfld.Lab.),T,15.05,214.1,
Boucherville (Que.),V,70.8,512.1,
Bouchette (Que.),M,122.41,5.7,
Bouctouche (N.B.),T,18.34,132.3,
Bow Island (Alta.),T,5.92,287.8,
Bowden (Alta.),T,1.9,619.2,
Bowen Island (B.C.),IM,49.94,59.2,
Bowman (Que.),M,129.58,4.3,
Bowsman (Man.),VL,2.63,121.6,
Boyer 164 (Alta.),R,45.36,3.8,
Boyle (Alta.),VL,4.1,203.9,
Brabant Lake (Sask.),S-E,3.71,17.8,
Bracebridge (Ont.),T,617.47,22.3,
Bracken (Sask.),VL,0.6,58.6,
Brackley (P.E.I.),COM,8.92,40.1,
Bradford West Gwillimbury (Ont.),T,201.03,110.6,
Bradwell (Sask.),VL,0.42,375.7,
Brampton (Ont.),C,266.53,1221.0,
Branch (Nfld.Lab.),T,16.15,19.7,
Brandon (Man.),C,74.53,532.9,
Brant (Ont.),C,845.49,37.5,
Brantford (Ont.),C,71.56,1207.6,
Bratt's Lake No. 129 (Sask.),RM,845.01,0.4,
Brazeau No. 77 (Alta.),MD,3019.74,2.3,
Breadalbane (P.E.I.),COM,12.57,13.5,
Brébeuf (Que.),P,36.23,22.1,
Bredenbury (Sask.),T,4.8,73.8,
Brenda (Man.),RM,766.0,0.8,
Brent's Cove (Nfld.Lab.),T,1.02,252.4,
Brethour (Ont.),TP,82.05,1.9,
Breton (Alta.),VL,1.73,330.9,
Bridge River 1 (B.C.),R,40.08,5.3,
Bridgetown (N.S.),T,3.54,292.1,
Bridgewater (N.S.),T,13.61,560.1,
Briercrest (Sask.),VL,0.62,182.2,
Brigham (Que.),M,87.08,25.8,
Bright (N.B.),PAR,404.0,7.3,
Brighton (Nfld.Lab.),T,2.23,104.5,
Brighton (N.B.),PAR,508.61,3.7,
Brighton (Ont.),T,222.57,42.5,
Brigus (Nfld.Lab.),T,11.57,67.8,
Bristol (N.B.),VL,8.42,85.4,
Bristol (Que.),CT,205.87,4.8,
Britannia No. 502 (Sask.),RM,950.99,1.5,
Broadview (Sask.),T,2.45,272.7,
Brochet 197 (Man.),R,38.33,7.5,
Brock (Ont.),TP,423.73,28.6,
Brock (Sask.),VL,0.74,176.5,
Brock No. 64 (Sask.),RM,827.47,0.5,
Brockton (Ont.),TP,565.07,17.1,
Brockville (Ont.),C,20.73,1030.9,
Broderick (Sask.),VL,0.91,91.6,
Brokenhead (Man.),RM,747.47,4.7,
Brokenhead 4 (Man.),R,55.14,6.7,
Brokenshell No. 68 (Sask.),RM,850.01,0.4,
Brome (Que.),VL,12.01,23.8,
Bromont (Que.),V,114.42,42.0,
Bromptonville (Que.),V,76.78,72.6,
Brooke-Alvinston (Ont.),TP,311.3,8.9,
Brooks (Alta.),T,17.46,664.4,
Brossard (Que.),V,45.74,1421.6,
Browning No. 34 (Sask.),RM,822.93,0.6,
Brownlee (Sask.),VL,2.42,22.8,
Brownsburg-Chatham (Que.),M,247.05,27.4,
Bruce Mines (Ont.),T,6.13,102.3,
"Brudenell, Lyndoch and Raglan (Ont.)",TP,702.8,2.2,
Bruderheim (Alta.),T,4.23,284.3,
Bruno (Sask.),T,0.94,606.3,
Brunswick (N.B.),PAR,704.04,0.4,
Bryant's Cove (Nfld.Lab.),T,4.87,85.5,
Bryson (Que.),VL,3.29,204.8,
B-Say-Tah (Sask.),RV,1.33,132.8,
Buchanan (Sask.),VL,1.29,180.3,
Buchanan No. 304 (Sask.),RM,738.79,0.7,
Buchans (Nfld.Lab.),T,4.88,179.7,
Buckingham (Que.),V,15.11,772.0,
Buckland No. 491 (Sask.),RM,788.87,4.5,
Bucktum 4 (B.C.),R,0.29,17.2,
Buctouche 16 (N.B.),R,0.63,123.6,
Buena Vista (Sask.),VL,3.61,110.0,
Buffalo Narrows (Sask.),NV,34.1,33.3,
Buffalo No. 409 (Sask.),RM,1221.08,0.5,
Buffalo Point 36 (Man.),R,16.3,7.2,
Buffalo River Dene Nation 193 (Peter Pond Lake 193) (Sask.),R,91.92,6.6,
Bulkley River 19 (B.C.),R,2.18,28.9,
Bulkley-Nechako A (B.C.),RDA,3691.07,1.5,
Bulkley-Nechako B (B.C.),RDA,3628.36,0.6,
Bulkley-Nechako C (B.C.),RDA,25664.49,0.1,
Bulkley-Nechako D (B.C.),RDA,4383.25,0.4,
Bulkley-Nechako E (B.C.),RDA,15913.01,0.1,
Bulkley-Nechako F (B.C.),RDA,5372.18,0.6,
Bulkley-Nechako G (B.C.),RDA,14445.6,0.1,
Bulyea (Sask.),VL,1.28,83.7,
Bummers Flat 6 (B.C.),R,0.66,0.0,
Burdett (Alta.),VL,2.08,127.0,
Burgeo (Nfld.Lab.),T,31.34,56.9,
Burin (Nfld.Lab.),T,28.81,85.7,
Burk's Falls (Ont.),VL,3.12,301.2,
Burlington (Nfld.Lab.),T,4.11,99.6,
Burlington (Ont.),C,185.71,812.2,
Burnaby (B.C.),C,90.09,2152.9,
Burns Lake (B.C.),VL,7.11,273.0,
Burns Lake 18 (B.C.),R,0.62,64.7,
Burnstick Lake (Alta.),SV,0.18,56.2,
Burnt Church 14 (N.B.),R,9.57,104.7,
Burnt Islands (Nfld.Lab.),T,9.52,84.2,
Burpee and Mills (Ont.),TP,218.49,1.7,
Burrard Inlet 3 (B.C.),R,1.09,1106.4,
Burstall (Sask.),T,1.11,348.0,
Burton (N.B.),PAR,259.67,19.3,
Burwash Landing (Y.T.),SET,30.05,2.3,
Bury (Que.),M,235.92,5.0,
Bushe River 207 (Alta.),R,111.94,2.8,
Cabano (Que.),V,111.97,28.7,
